epoch,box,cls,kpt,Recall,Precision,mAP@50,F1,mAP
817,0.438,0.208,0.096,0.462,0.811,0.522,0.588,0.267
818,0.461,0.218,0.097,0.462,0.810,0.522,0.589,0.267
819,0.441,0.210,0.098,0.462,0.812,0.522,0.589,0.267
820,0.461,0.214,0.097,0.462,0.812,0.522,0.589,0.267
821,0.453,0.216,0.096,0.462,0.812,0.522,0.589,0.267
822,0.467,0.222,0.099,0.462,0.812,0.522,0.589,0.267
823,0.434,0.208,0.097,0.462,0.813,0.522,0.589,0.267
824,0.459,0.216,0.098,0.462,0.812,0.522,0.589,0.267
825,0.461,0.215,0.098,0.462,0.812,0.522,0.589,0.267
826,0.451,0.214,0.097,0.462,0.813,0.522,0.589,0.267
827,0.454,0.217,0.097,0.462,0.811,0.522,0.589,0.267
828,0.441,0.212,0.096,0.463,0.811,0.522,0.589,0.267
829,0.457,0.217,0.097,0.463,0.811,0.523,0.589,0.267
830,0.462,0.220,0.097,0.463,0.811,0.522,0.589,0.267
831,0.437,0.207,0.095,0.462,0.810,0.522,0.589,0.267
832,0.447,0.215,0.097,0.462,0.810,0.522,0.589,0.267
833,0.457,0.216,0.097,0.462,0.809,0.522,0.588,0.267
834,0.452,0.213,0.096,0.462,0.809,0.522,0.588,0.267
835,0.461,0.217,0.097,0.462,0.809,0.522,0.588,0.267
836,0.444,0.214,0.096,0.462,0.810,0.522,0.588,0.267
837,0.451,0.214,0.096,0.462,0.810,0.522,0.588,0.267
838,0.455,0.216,0.095,0.462,0.808,0.522,0.588,0.267
839,0.451,0.211,0.096,0.462,0.808,0.522,0.588,0.267
840,0.453,0.213,0.098,0.462,0.808,0.522,0.588,0.267
841,0.449,0.210,0.097,0.463,0.808,0.522,0.588,0.267
842,0.440,0.211,0.095,0.462,0.808,0.522,0.588,0.267
843,0.441,0.214,0.096,0.462,0.808,0.522,0.588,0.267
844,0.446,0.214,0.096,0.463,0.808,0.522,0.588,0.267
845,0.461,0.217,0.098,0.463,0.808,0.522,0.588,0.267
846,0.442,0.213,0.096,0.462,0.808,0.522,0.588,0.267
847,0.444,0.214,0.096,0.463,0.809,0.523,0.588,0.267
848,0.441,0.211,0.094,0.462,0.808,0.523,0.588,0.267
849,0.449,0.215,0.095,0.463,0.809,0.523,0.588,0.268
850,0.454,0.216,0.098,0.463,0.809,0.523,0.589,0.268
851,0.453,0.215,0.096,0.463,0.808,0.523,0.589,0.267
852,0.462,0.219,0.097,0.463,0.808,0.523,0.588,0.267
853,0.461,0.216,0.098,0.463,0.809,0.523,0.589,0.268
854,0.464,0.217,0.099,0.463,0.809,0.523,0.589,0.268
855,0.443,0.210,0.096,0.463,0.809,0.523,0.589,0.268
856,0.460,0.218,0.098,0.463,0.808,0.523,0.589,0.268
857,0.457,0.215,0.096,0.464,0.808,0.523,0.589,0.268
858,0.461,0.215,0.096,0.464,0.808,0.523,0.589,0.268
859,0.466,0.222,0.099,0.463,0.810,0.523,0.589,0.268
860,0.453,0.214,0.097,0.464,0.808,0.523,0.589,0.268
861,0.443,0.213,0.095,0.463,0.809,0.523,0.589,0.268
862,0.444,0.215,0.096,0.464,0.808,0.524,0.589,0.268
863,0.443,0.213,0.096,0.464,0.808,0.524,0.590,0.268
864,0.444,0.212,0.097,0.464,0.808,0.524,0.589,0.268
865,0.448,0.214,0.097,0.463,0.810,0.523,0.589,0.268
866,0.445,0.210,0.096,0.463,0.809,0.524,0.589,0.268
867,0.446,0.214,0.097,0.463,0.810,0.524,0.589,0.268
868,0.447,0.213,0.096,0.464,0.808,0.524,0.589,0.268
869,0.453,0.217,0.096,0.464,0.808,0.523,0.590,0.268
870,0.445,0.212,0.096,0.464,0.809,0.524,0.590,0.268
871,0.442,0.210,0.096,0.464,0.809,0.524,0.590,0.268
872,0.449,0.214,0.094,0.464,0.808,0.524,0.589,0.268
873,0.455,0.217,0.096,0.464,0.808,0.524,0.589,0.268
874,0.452,0.215,0.096,0.464,0.808,0.524,0.590,0.268
875,0.444,0.211,0.093,0.464,0.809,0.524,0.589,0.268
876,0.449,0.214,0.097,0.464,0.809,0.524,0.589,0.268
877,0.441,0.209,0.094,0.464,0.809,0.524,0.589,0.268
878,0.464,0.223,0.097,0.464,0.809,0.524,0.590,0.268
879,0.446,0.212,0.097,0.463,0.809,0.524,0.589,0.268
880,0.440,0.215,0.096,0.464,0.807,0.524,0.589,0.268
881,0.438,0.210,0.095,0.464,0.807,0.524,0.589,0.268
882,0.456,0.213,0.095,0.463,0.809,0.524,0.589,0.268
883,0.449,0.212,0.095,0.463,0.809,0.524,0.589,0.268
884,0.452,0.215,0.096,0.463,0.809,0.524,0.589,0.268
885,0.460,0.216,0.096,0.463,0.809,0.524,0.589,0.268
886,0.445,0.213,0.096,0.464,0.809,0.524,0.589,0.268
887,0.445,0.211,0.096,0.464,0.809,0.524,0.589,0.268
888,0.454,0.214,0.096,0.464,0.809,0.524,0.590,0.268
889,0.451,0.212,0.097,0.464,0.809,0.524,0.590,0.268
890,0.450,0.212,0.095,0.464,0.809,0.524,0.589,0.268
891,0.436,0.213,0.097,0.464,0.809,0.524,0.589,0.268
892,0.456,0.214,0.096,0.463,0.809,0.524,0.589,0.268
893,0.442,0.213,0.096,0.463,0.809,0.524,0.589,0.269
894,0.458,0.217,0.096,0.464,0.809,0.524,0.590,0.269
895,0.440,0.211,0.094,0.464,0.809,0.524,0.589,0.268
896,0.458,0.219,0.096,0.464,0.809,0.524,0.590,0.268
897,0.437,0.210,0.094,0.464,0.809,0.524,0.590,0.269
898,0.455,0.217,0.096,0.464,0.809,0.524,0.590,0.268
899,0.454,0.216,0.097,0.464,0.809,0.524,0.590,0.269
900,0.447,0.213,0.095,0.465,0.807,0.524,0.590,0.269
901,0.452,0.212,0.094,0.464,0.809,0.524,0.590,0.268
902,0.444,0.212,0.093,0.464,0.809,0.525,0.590,0.269
903,0.447,0.213,0.094,0.464,0.809,0.524,0.590,0.269
904,0.441,0.208,0.094,0.464,0.810,0.525,0.590,0.269
905,0.448,0.213,0.095,0.464,0.810,0.525,0.590,0.269
906,0.444,0.210,0.097,0.464,0.809,0.525,0.590,0.269
907,0.456,0.217,0.098,0.464,0.809,0.525,0.590,0.269
908,0.441,0.213,0.096,0.464,0.809,0.524,0.590,0.269
909,0.457,0.215,0.098,0.464,0.809,0.524,0.590,0.269
910,0.424,0.206,0.094,0.464,0.809,0.524,0.590,0.269
911,0.441,0.212,0.094,0.464,0.809,0.524,0.590,0.269
912,0.457,0.220,0.098,0.465,0.807,0.524,0.590,0.269
913,0.451,0.214,0.097,0.465,0.807,0.525,0.590,0.269
914,0.437,0.212,0.095,0.465,0.808,0.525,0.590,0.269
915,0.468,0.218,0.098,0.465,0.808,0.525,0.590,0.269
916,0.450,0.214,0.095,0.465,0.808,0.525,0.590,0.269
917,0.442,0.213,0.095,0.465,0.808,0.524,0.590,0.269
918,0.457,0.214,0.096,0.465,0.808,0.525,0.590,0.269
919,0.462,0.220,0.098,0.465,0.808,0.525,0.590,0.269
920,0.457,0.215,0.096,0.465,0.808,0.525,0.590,0.269
921,0.441,0.209,0.095,0.465,0.807,0.525,0.590,0.269
922,0.453,0.215,0.097,0.465,0.807,0.525,0.590,0.269
923,0.464,0.216,0.097,0.465,0.808,0.525,0.590,0.269
924,0.438,0.209,0.095,0.465,0.808,0.525,0.591,0.269
925,0.454,0.213,0.097,0.465,0.808,0.525,0.591,0.269
926,0.433,0.204,0.095,0.465,0.808,0.525,0.591,0.269
927,0.444,0.213,0.095,0.466,0.807,0.525,0.591,0.269
928,0.443,0.206,0.094,0.465,0.807,0.525,0.590,0.269
929,0.437,0.213,0.095,0.465,0.807,0.525,0.590,0.269
930,0.444,0.209,0.095,0.465,0.807,0.525,0.590,0.269
931,0.439,0.212,0.094,0.465,0.807,0.525,0.590,0.269
932,0.450,0.210,0.094,0.465,0.807,0.525,0.590,0.269
933,0.450,0.214,0.094,0.465,0.807,0.525,0.590,0.269
934,0.452,0.215,0.095,0.465,0.808,0.525,0.590,0.269
935,0.450,0.215,0.095,0.465,0.808,0.525,0.590,0.269
936,0.450,0.213,0.095,0.465,0.808,0.525,0.590,0.269
937,0.443,0.215,0.096,0.465,0.808,0.525,0.591,0.269
938,0.420,0.204,0.093,0.465,0.808,0.525,0.590,0.269
939,0.448,0.215,0.095,0.465,0.808,0.525,0.590,0.269
940,0.463,0.217,0.096,0.465,0.808,0.525,0.590,0.269
941,0.460,0.214,0.098,0.465,0.809,0.525,0.591,0.269
942,0.445,0.212,0.097,0.465,0.809,0.525,0.590,0.269
943,0.453,0.216,0.097,0.465,0.809,0.525,0.590,0.269
944,0.447,0.215,0.094,0.465,0.809,0.525,0.591,0.269
945,0.443,0.213,0.094,0.465,0.809,0.525,0.591,0.269
946,0.461,0.214,0.096,0.465,0.809,0.525,0.591,0.269
947,0.447,0.216,0.096,0.466,0.807,0.526,0.591,0.269
948,0.436,0.207,0.093,0.466,0.808,0.526,0.591,0.269
949,0.451,0.212,0.093,0.466,0.808,0.526,0.591,0.269
950,0.447,0.215,0.094,0.466,0.808,0.526,0.591,0.269
951,0.454,0.215,0.096,0.466,0.808,0.526,0.592,0.269
952,0.451,0.213,0.096,0.467,0.809,0.527,0.592,0.269
953,0.444,0.210,0.096,0.466,0.808,0.526,0.591,0.269
954,0.451,0.213,0.098,0.466,0.808,0.526,0.591,0.269
955,0.442,0.212,0.095,0.466,0.808,0.526,0.591,0.269
956,0.442,0.212,0.096,0.466,0.808,0.526,0.591,0.269
957,0.453,0.214,0.097,0.466,0.808,0.526,0.591,0.269
958,0.440,0.208,0.093,0.466,0.808,0.526,0.591,0.269
959,0.435,0.209,0.094,0.467,0.807,0.527,0.592,0.269
960,0.438,0.211,0.095,0.467,0.807,0.527,0.592,0.269
961,0.448,0.212,0.095,0.466,0.809,0.527,0.592,0.269
962,0.434,0.210,0.093,0.467,0.807,0.527,0.592,0.269
963,0.457,0.215,0.096,0.467,0.807,0.527,0.592,0.269
964,0.448,0.212,0.096,0.467,0.809,0.527,0.592,0.269
965,0.442,0.211,0.095,0.467,0.808,0.527,0.592,0.269
966,0.435,0.209,0.093,0.467,0.808,0.527,0.592,0.269
967,0.445,0.215,0.096,0.467,0.808,0.527,0.592,0.269
968,0.454,0.213,0.093,0.467,0.808,0.527,0.592,0.269
969,0.459,0.215,0.096,0.467,0.808,0.527,0.592,0.269
970,0.451,0.215,0.096,0.467,0.808,0.527,0.592,0.269
971,0.451,0.212,0.096,0.467,0.808,0.527,0.592,0.269
972,0.439,0.211,0.094,0.467,0.809,0.527,0.592,0.269
973,0.448,0.213,0.097,0.467,0.809,0.527,0.592,0.269
974,0.441,0.210,0.094,0.467,0.808,0.527,0.592,0.269
975,0.468,0.216,0.097,0.468,0.808,0.527,0.592,0.269
976,0.446,0.210,0.096,0.468,0.808,0.527,0.592,0.269
977,0.454,0.214,0.096,0.467,0.809,0.527,0.592,0.269
978,0.439,0.209,0.094,0.467,0.809,0.527,0.592,0.269
979,0.448,0.214,0.096,0.467,0.809,0.527,0.592,0.269
980,0.465,0.221,0.099,0.467,0.809,0.527,0.592,0.269
981,0.440,0.210,0.094,0.467,0.808,0.526,0.592,0.269
982,0.454,0.212,0.096,0.468,0.807,0.527,0.592,0.269
983,0.452,0.210,0.094,0.468,0.807,0.527,0.592,0.269
984,0.450,0.214,0.094,0.468,0.807,0.527,0.592,0.269
985,0.445,0.213,0.095,0.467,0.809,0.527,0.592,0.270
986,0.449,0.212,0.095,0.468,0.807,0.527,0.592,0.269
987,0.439,0.210,0.094,0.468,0.807,0.527,0.592,0.269
988,0.450,0.218,0.098,0.468,0.809,0.527,0.592,0.269
989,0.450,0.214,0.095,0.467,0.809,0.527,0.592,0.270
990,0.449,0.212,0.092,0.468,0.809,0.527,0.592,0.270
991,0.442,0.209,0.093,0.467,0.808,0.527,0.592,0.270
992,0.439,0.212,0.095,0.467,0.808,0.527,0.592,0.270
993,0.428,0.207,0.092,0.467,0.808,0.527,0.592,0.269
994,0.449,0.214,0.095,0.467,0.808,0.527,0.592,0.270
995,0.452,0.214,0.096,0.467,0.809,0.527,0.592,0.270
996,0.434,0.205,0.092,0.468,0.807,0.528,0.592,0.270
997,0.449,0.212,0.095,0.468,0.807,0.528,0.592,0.270
998,0.448,0.214,0.094,0.468,0.807,0.528,0.592,0.270
999,0.426,0.206,0.093,0.468,0.806,0.527,0.592,0.270
1000,0.460,0.215,0.097,0.468,0.807,0.527,0.592,0.270
1001,0.440,0.211,0.095,0.468,0.807,0.528,0.592,0.270
1002,0.455,0.217,0.097,0.468,0.808,0.528,0.592,0.270
1003,0.442,0.213,0.096,0.468,0.807,0.528,0.593,0.270
1004,0.449,0.214,0.096,0.468,0.808,0.528,0.593,0.270
1005,0.436,0.208,0.093,0.468,0.808,0.528,0.593,0.270
1006,0.453,0.215,0.096,0.468,0.808,0.528,0.593,0.270
1007,0.457,0.214,0.096,0.468,0.808,0.528,0.593,0.270
1008,0.437,0.212,0.094,0.468,0.808,0.528,0.593,0.270
1009,0.460,0.219,0.096,0.468,0.807,0.528,0.593,0.270
1010,0.455,0.216,0.096,0.468,0.808,0.528,0.593,0.270
1011,0.438,0.212,0.094,0.468,0.808,0.528,0.593,0.270
1012,0.460,0.215,0.095,0.468,0.808,0.528,0.593,0.270
1013,0.451,0.212,0.096,0.468,0.808,0.528,0.593,0.270
1014,0.445,0.212,0.094,0.468,0.806,0.528,0.593,0.270
1015,0.449,0.211,0.093,0.468,0.808,0.528,0.593,0.270
1016,0.447,0.214,0.095,0.468,0.808,0.528,0.593,0.270
1017,0.444,0.212,0.094,0.468,0.808,0.528,0.593,0.270
1018,0.437,0.209,0.094,0.468,0.808,0.528,0.593,0.270
1019,0.457,0.218,0.095,0.468,0.808,0.528,0.593,0.269
1020,0.448,0.212,0.095,0.469,0.806,0.528,0.593,0.270
1021,0.442,0.209,0.092,0.468,0.808,0.528,0.593,0.270
1022,0.441,0.210,0.093,0.468,0.808,0.528,0.593,0.270
1023,0.444,0.213,0.095,0.468,0.808,0.528,0.593,0.270
1024,0.448,0.213,0.094,0.468,0.808,0.528,0.593,0.270
1025,0.447,0.211,0.094,0.468,0.808,0.528,0.593,0.270
1026,0.443,0.213,0.095,0.469,0.808,0.528,0.593,0.270
1027,0.453,0.215,0.095,0.469,0.809,0.528,0.593,0.270
1028,0.423,0.205,0.091,0.469,0.807,0.528,0.593,0.270
1029,0.449,0.215,0.096,0.468,0.809,0.528,0.593,0.270
1030,0.439,0.210,0.094,0.469,0.807,0.529,0.594,0.270
1031,0.447,0.211,0.095,0.469,0.808,0.528,0.594,0.270
1032,0.446,0.211,0.096,0.469,0.808,0.528,0.594,0.270
1033,0.458,0.215,0.096,0.469,0.808,0.529,0.594,0.270
1034,0.436,0.209,0.094,0.469,0.808,0.529,0.594,0.270
1035,0.445,0.209,0.093,0.469,0.808,0.529,0.594,0.270
1036,0.441,0.212,0.095,0.469,0.807,0.529,0.594,0.270
1037,0.438,0.209,0.093,0.470,0.808,0.529,0.594,0.270
1038,0.434,0.206,0.094,0.470,0.807,0.529,0.594,0.270
1039,0.450,0.210,0.094,0.469,0.809,0.529,0.594,0.270
1040,0.449,0.212,0.093,0.469,0.809,0.529,0.594,0.270
1041,0.425,0.203,0.090,0.469,0.809,0.529,0.594,0.270
1042,0.440,0.209,0.093,0.469,0.809,0.529,0.594,0.270
1043,0.433,0.210,0.093,0.469,0.809,0.529,0.594,0.270
1044,0.436,0.211,0.095,0.469,0.809,0.529,0.594,0.270
1045,0.437,0.209,0.094,0.470,0.807,0.529,0.594,0.270
1046,0.451,0.213,0.095,0.469,0.809,0.529,0.594,0.270
1047,0.448,0.212,0.094,0.469,0.809,0.529,0.594,0.270
1048,0.460,0.216,0.093,0.469,0.809,0.529,0.594,0.270
1049,0.436,0.208,0.091,0.470,0.807,0.529,0.594,0.270
1050,0.457,0.213,0.094,0.469,0.808,0.529,0.594,0.270
1051,0.439,0.210,0.094,0.469,0.808,0.529,0.594,0.270
1052,0.456,0.215,0.095,0.469,0.808,0.529,0.594,0.270
1053,0.434,0.208,0.093,0.469,0.808,0.529,0.594,0.270
1054,0.439,0.208,0.095,0.470,0.808,0.529,0.594,0.270
1055,0.444,0.215,0.095,0.470,0.808,0.529,0.594,0.270
1056,0.437,0.211,0.093,0.470,0.808,0.529,0.594,0.270
1057,0.431,0.210,0.094,0.469,0.808,0.529,0.594,0.270
1058,0.434,0.211,0.093,0.469,0.808,0.529,0.594,0.270
1059,0.418,0.204,0.090,0.469,0.808,0.529,0.594,0.270
1060,0.449,0.208,0.095,0.469,0.808,0.529,0.594,0.270
1061,0.440,0.211,0.094,0.469,0.808,0.529,0.594,0.270
1062,0.440,0.208,0.093,0.469,0.808,0.529,0.594,0.270
1063,0.441,0.208,0.095,0.469,0.808,0.529,0.594,0.270
1064,0.461,0.219,0.096,0.470,0.808,0.529,0.594,0.270
1065,0.435,0.208,0.092,0.470,0.806,0.530,0.594,0.270
1066,0.456,0.216,0.094,0.470,0.806,0.529,0.594,0.270
1067,0.453,0.217,0.095,0.470,0.806,0.530,0.594,0.270
1068,0.438,0.209,0.093,0.470,0.806,0.530,0.594,0.270
1069,0.445,0.208,0.093,0.470,0.806,0.530,0.594,0.270
1070,0.450,0.212,0.093,0.470,0.807,0.529,0.594,0.270
1071,0.442,0.212,0.094,0.470,0.806,0.529,0.594,0.270
1072,0.440,0.213,0.093,0.470,0.806,0.530,0.594,0.270
1073,0.430,0.208,0.092,0.470,0.807,0.530,0.594,0.270
1074,0.444,0.213,0.094,0.471,0.807,0.530,0.595,0.270
1075,0.447,0.212,0.092,0.471,0.807,0.530,0.595,0.270
1076,0.441,0.212,0.094,0.471,0.807,0.530,0.595,0.270
1077,0.450,0.212,0.093,0.471,0.807,0.530,0.595,0.270
1078,0.432,0.211,0.094,0.471,0.807,0.530,0.595,0.270
1079,0.448,0.215,0.094,0.471,0.807,0.530,0.594,0.270
1080,0.441,0.210,0.092,0.471,0.807,0.530,0.594,0.270
1081,0.446,0.213,0.094,0.471,0.807,0.530,0.595,0.270
1082,0.441,0.211,0.094,0.471,0.806,0.530,0.595,0.270
1083,0.440,0.209,0.092,0.471,0.807,0.530,0.595,0.270
1084,0.443,0.212,0.094,0.471,0.807,0.530,0.595,0.270
1085,0.460,0.215,0.094,0.471,0.807,0.530,0.594,0.270
1086,0.448,0.212,0.095,0.470,0.807,0.530,0.594,0.270
1087,0.449,0.211,0.096,0.470,0.806,0.530,0.594,0.270
1088,0.428,0.203,0.090,0.470,0.806,0.530,0.594,0.270
1089,0.460,0.216,0.095,0.470,0.806,0.530,0.594,0.270
1090,0.437,0.207,0.092,0.471,0.806,0.530,0.594,0.270
1091,0.423,0.206,0.091,0.471,0.806,0.530,0.594,0.270
1092,0.417,0.203,0.090,0.471,0.806,0.530,0.594,0.270
1093,0.441,0.213,0.094,0.471,0.806,0.530,0.594,0.270
1094,0.435,0.206,0.091,0.471,0.806,0.530,0.594,0.270
1095,0.450,0.214,0.094,0.471,0.806,0.530,0.594,0.270
1096,0.444,0.210,0.092,0.470,0.805,0.530,0.594,0.270
1097,0.455,0.214,0.094,0.471,0.805,0.530,0.594,0.270
1098,0.448,0.216,0.094,0.471,0.806,0.530,0.594,0.270
1099,0.460,0.217,0.096,0.471,0.804,0.530,0.594,0.270
1100,0.440,0.210,0.091,0.471,0.806,0.530,0.594,0.270
1101,0.419,0.203,0.091,0.471,0.806,0.530,0.594,0.270
1102,0.431,0.208,0.091,0.471,0.806,0.530,0.594,0.270
1103,0.451,0.211,0.093,0.471,0.805,0.530,0.594,0.270
1104,0.432,0.207,0.091,0.471,0.806,0.530,0.594,0.270
1105,0.452,0.217,0.093,0.472,0.804,0.530,0.594,0.270
1106,0.453,0.213,0.095,0.471,0.804,0.530,0.594,0.270
1107,0.430,0.204,0.092,0.471,0.804,0.530,0.594,0.270
1108,0.427,0.206,0.089,0.472,0.804,0.531,0.595,0.271
1109,0.443,0.211,0.094,0.472,0.805,0.531,0.595,0.271
1110,0.439,0.210,0.092,0.472,0.805,0.531,0.595,0.270
1111,0.442,0.209,0.093,0.472,0.805,0.531,0.595,0.270
1112,0.445,0.213,0.092,0.472,0.805,0.531,0.595,0.270
1113,0.432,0.207,0.093,0.472,0.803,0.531,0.595,0.270
1114,0.453,0.214,0.095,0.472,0.805,0.531,0.595,0.271
1115,0.446,0.212,0.093,0.472,0.804,0.531,0.595,0.271
1116,0.425,0.205,0.090,0.472,0.804,0.531,0.595,0.271
1117,0.437,0.209,0.090,0.472,0.804,0.531,0.595,0.271
1118,0.443,0.210,0.092,0.472,0.805,0.531,0.595,0.271
1119,0.433,0.204,0.092,0.472,0.804,0.530,0.595,0.271
1120,0.442,0.210,0.092,0.471,0.804,0.530,0.594,0.271
1121,0.444,0.210,0.093,0.472,0.804,0.531,0.595,0.271
1122,0.444,0.212,0.094,0.472,0.804,0.531,0.594,0.271
1123,0.436,0.209,0.093,0.472,0.804,0.531,0.594,0.271
1124,0.452,0.216,0.095,0.472,0.804,0.531,0.594,0.271
1125,0.443,0.209,0.091,0.472,0.804,0.531,0.594,0.271
1126,0.450,0.212,0.094,0.472,0.804,0.531,0.595,0.271
1127,0.444,0.209,0.092,0.472,0.804,0.531,0.595,0.271
1128,0.440,0.211,0.092,0.472,0.804,0.531,0.594,0.271
1129,0.436,0.208,0.090,0.472,0.804,0.531,0.594,0.271
1130,0.450,0.212,0.092,0.472,0.803,0.531,0.594,0.271
1131,0.449,0.212,0.093,0.472,0.803,0.531,0.595,0.271
1132,0.436,0.206,0.094,0.472,0.804,0.531,0.595,0.271
1133,0.450,0.213,0.094,0.472,0.804,0.531,0.595,0.271
1134,0.436,0.210,0.091,0.473,0.801,0.531,0.595,0.271
1135,0.449,0.211,0.093,0.473,0.801,0.531,0.594,0.271
1136,0.455,0.214,0.093,0.472,0.803,0.531,0.595,0.271
1137,0.433,0.206,0.091,0.472,0.802,0.531,0.595,0.271
1138,0.457,0.213,0.093,0.473,0.802,0.531,0.595,0.271
1139,0.432,0.207,0.092,0.472,0.803,0.531,0.595,0.271
1140,0.436,0.206,0.092,0.472,0.802,0.531,0.595,0.271
1141,0.440,0.209,0.093,0.472,0.803,0.531,0.595,0.271
1142,0.443,0.209,0.092,0.472,0.803,0.531,0.595,0.271
1143,0.444,0.209,0.092,0.473,0.802,0.531,0.595,0.271
1144,0.446,0.212,0.094,0.473,0.802,0.531,0.595,0.271
1145,0.428,0.205,0.090,0.473,0.802,0.531,0.595,0.271
1146,0.439,0.209,0.092,0.472,0.803,0.531,0.595,0.271
1147,0.436,0.207,0.091,0.473,0.802,0.531,0.595,0.271
1148,0.445,0.210,0.093,0.473,0.802,0.531,0.595,0.271
1149,0.437,0.208,0.092,0.472,0.802,0.531,0.595,0.271
1150,0.431,0.206,0.090,0.473,0.802,0.531,0.595,0.271
1151,0.437,0.209,0.092,0.473,0.802,0.531,0.595,0.271
1152,0.453,0.212,0.094,0.473,0.802,0.531,0.595,0.271
1153,0.453,0.210,0.092,0.473,0.802,0.531,0.595,0.271
1154,0.442,0.210,0.093,0.473,0.802,0.531,0.595,0.271
1155,0.443,0.209,0.092,0.473,0.802,0.531,0.595,0.271
1156,0.421,0.204,0.089,0.474,0.800,0.531,0.595,0.271
1157,0.443,0.209,0.091,0.473,0.802,0.531,0.595,0.271
1158,0.440,0.208,0.093,0.473,0.802,0.531,0.595,0.271
1159,0.450,0.213,0.093,0.473,0.802,0.531,0.595,0.271
1160,0.429,0.208,0.094,0.473,0.802,0.532,0.595,0.271
1161,0.438,0.211,0.093,0.474,0.802,0.532,0.596,0.271
1162,0.434,0.210,0.092,0.474,0.802,0.532,0.596,0.271
1163,0.444,0.209,0.092,0.474,0.802,0.532,0.596,0.271
1164,0.430,0.207,0.091,0.474,0.802,0.532,0.596,0.271
1165,0.450,0.210,0.094,0.474,0.801,0.532,0.596,0.271
1166,0.447,0.210,0.092,0.474,0.801,0.532,0.596,0.271
1167,0.448,0.214,0.094,0.475,0.800,0.532,0.596,0.271
1168,0.433,0.205,0.089,0.475,0.800,0.532,0.596,0.271
1169,0.446,0.210,0.091,0.475,0.800,0.532,0.596,0.271
1170,0.434,0.211,0.091,0.475,0.800,0.532,0.596,0.271
1171,0.430,0.204,0.091,0.475,0.800,0.532,0.596,0.271
1172,0.445,0.210,0.094,0.474,0.802,0.532,0.596,0.271
1173,0.431,0.206,0.092,0.474,0.802,0.532,0.596,0.271
1174,0.447,0.212,0.093,0.474,0.802,0.532,0.596,0.271
1175,0.435,0.206,0.091,0.474,0.801,0.532,0.596,0.271
1176,0.445,0.210,0.092,0.474,0.801,0.532,0.596,0.271
1177,0.438,0.207,0.092,0.474,0.801,0.532,0.596,0.271
1178,0.439,0.211,0.093,0.474,0.801,0.532,0.596,0.271
1179,0.450,0.213,0.094,0.474,0.801,0.532,0.596,0.271
1180,0.447,0.208,0.094,0.474,0.801,0.532,0.596,0.271
1181,0.438,0.207,0.092,0.474,0.801,0.532,0.596,0.271
1182,0.416,0.201,0.090,0.473,0.803,0.532,0.596,0.271
1183,0.437,0.206,0.090,0.474,0.803,0.532,0.596,0.271
1184,0.434,0.207,0.091,0.474,0.801,0.533,0.596,0.271
1185,0.447,0.207,0.093,0.474,0.801,0.533,0.596,0.271
1186,0.443,0.210,0.091,0.475,0.801,0.533,0.596,0.271
1187,0.444,0.211,0.092,0.475,0.801,0.533,0.596,0.271
1188,0.434,0.207,0.089,0.474,0.801,0.533,0.596,0.271
1189,0.440,0.208,0.090,0.474,0.802,0.532,0.596,0.272
1190,0.431,0.208,0.089,0.474,0.802,0.532,0.596,0.272
1191,0.438,0.207,0.090,0.474,0.802,0.532,0.596,0.272
1192,0.452,0.212,0.092,0.474,0.802,0.532,0.596,0.272
1193,0.437,0.210,0.091,0.474,0.802,0.532,0.596,0.272
1194,0.430,0.208,0.091,0.474,0.802,0.532,0.596,0.272
1195,0.432,0.205,0.090,0.474,0.802,0.532,0.596,0.272
1196,0.443,0.211,0.091,0.474,0.802,0.532,0.595,0.272
1197,0.437,0.208,0.090,0.474,0.802,0.532,0.596,0.272
1198,0.442,0.209,0.090,0.474,0.802,0.532,0.596,0.272
1199,0.428,0.208,0.090,0.474,0.802,0.532,0.596,0.272
1200,0.429,0.203,0.092,0.474,0.802,0.532,0.596,0.272
